Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,"AAA71301",RAPIDES,(318) 487-1122,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-92.460848 31.282401)
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,IN,"AAA47960",WHITE,(574) 583-7111,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,1,NULL,NULL,16,0,NULL,1,NULL,0,NULL,POINT (-86.775623 40.734862)
271345,CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,"AAA59457",FERGUS,(406) 535-7711,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-109.442243 47.058464)
220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,"AAA02120",SUFFOLK,(617) 754-5800,Acute Care Hospitals,Voluntary non-profit - Private,false,true,5,NULL,NULL,5,1,NULL,NULL,5,1,NULL,NULL,5,NULL,16,0,NULL,POINT (-71.106566 42.330098)
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,"AAA48811",MONTCALM,(989) 584-3131,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,NULL,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-84.843788 43.175989)
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,"AAA75142",KAUFMAN,(972) 932-7200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-96.317363 32.591127)
114037,RIDGEVIEW INSTITUTE MONROE,709 BREEDLOVE DRIVE,MONROE,GA,"AAA30655",WALTON,(678) 635-8730,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-83.719759 33.782872)
181308,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVENUE,VERSAILLES,KY,"AAA40383",WOODFORD,(859) 873-3111,Critical Access Hospitals,Proprietary,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,0,NULL,1,NULL,0,NULL,POINT (-84.723415 38.055343)
431310,AVERA FLANDREAU HOSPITAL - CAH,214 NORTH PRAIRIE STREET,FLANDREAU,SD,"AAA57028",MOODY,(605) NULL7-2433,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,NULL,5,POINT (-96.590989 44.050568)
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,MS,"AAA38655",LAFAYETTE,(662) 232-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-89.5212 34.346609)
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,DETROIT LAKES,MN,"AAA56501",BECKER,(218) 847-0888,Acute Care Hospitals,Voluntary non-profit - Church,false,true,4,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-95.845453 46.815307)
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,"AAA31520",GLYNN,(912) 466-7000,Acute Care Hospitals,Government - Hospital District or Authority,true,NULL,2,NULL,0,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-81.484516 31.173785)
110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,"AAA30606",CLARKE,(706) 389-3930,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-83.404467 33.945929)
050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,"AAA90509",LOS ANGELES,(310) 325-9110,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-118.34375 33.812644)
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,"AAA33407",PALM BEACH,(561) 840-6202,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-80.062803 26.753208)
030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,"AAA85297",MARICOPA,(480) 728-8000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,POINT (-111.755311 33.286661)
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,"AAA33563",HILLSBOROUGH,(813) 757-1200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-82.138002 28.016163)
241330,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,525 WEST MAIN STREET,MELROSE,MN,"AAA56352",STEARNS,(320) 256-1761,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,5,1,NULL,0,NULL,POINT (-94.823435 45.674916)
374000,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET,NORMAN,OK,"AAA73070",CLEVELAND,(405) 321-4880,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-97.432331 35.225545)
431301,FAULKTON AREA MEDICAL CENTER,1300 OAK STREET  POST OFFICE BOX 100,FAULKTON,SD,"AAA57438",FAULK,(605) 598-6262,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,POINT (-NULL.13157 45.02NULLNULL)
340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,"AAA27607",WAKE,(919) 784-3100,Acute Care Hospitals,Government - State,true,true,5,NULL,1,NULL,1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-78.705032 35.815458)
461309,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,"AAA84741",KANE,(435) 644-5811,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,5,POINT (-112.52859 37.054324)
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,"AAA11777",SUFFOLK,(631) 473-1320,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-73.052951 40.938249)
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,"AAA20166",LOUDOUN,(571) 349-4000,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-77.544301 38.941185)
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,"AAA76255",MONTAGUE,(940) 825-3235,Acute Care Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,NULL,5,NULL,5,-1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-97.731564 33.777559)
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,"AAA44109",CUYAHOGA,(216) 778-7089,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-81.697928 41.462239)
190125,ST FRANCIS MEDICAL CENTER,309 JACKSON STREET,MONROE,LA,"AAA71201",OUACHITA,(318) 966-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,POINT (-92.11479 32.4NULL732)
241321,ESSENTIA HEALTH HOLY TRINITY HOSPITAL,"115  SECOND STREET WEST, BOX 157",GRACEVILLE,MN,"AAA56240",BIG STONE,(320) 748-8200,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,0,NULL,NULL,16,POINT (-96.433452 45.56241)
060107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,"AAA80206",DENVER,(303) 388-4461,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,0,NULL,NULL,16,0,NULL,POINT (-104.942892 39.740019)
244018,SANFORD BEHAVIORAL HEALTH CENTER,120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,MN,"AAA56701",PENNINGTON,(218) 681-4240,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-96.180007 48.116NULL1)
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,"AAA25401",BERKELEY,(304) 264-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-77.980619 39.477254)
171328,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,"AAA67467",OTTAWA,(785) 392-2122,Critical Access Hospitals,Voluntary non-profit - Other,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-97.704255 39.128797)
010024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,"AAA36106",MONTGOMERY,(334) 293-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-86.285155 32.366606)
390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,"AAA19111",PHILADELPHIA,(215) 728-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,POINT (-75.086551 40.069071)
451393,CROCKETT MEDICAL CENTER,1100 E LOOP 304,CROCKETT,TX,"AAA75835",HOUSTON,(936) 546-3890,Critical Access Hospitals,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.437257 31.3236NULL)
504004,EASTERN STATE HOSPITAL,850 MAPLE STREET - P O BOX  A,MEDICAL LAKE,WA,NULL022,SPOKANE,(509) 565-4000,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-117.692636 47.572694)
181325,JANE TODD CRAWFORD HOSPITAL,202-206 MILBY STREET,GREENSBURG,KY,"AAA42743",GREEN,(270) 932-4211,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,0,NULL,NULL,5,POINT (-85.496302 37.242124)
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,"AAA85364",YUMA,(928) 336-7600,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-114.633238 32.6838NULL)
400120,HIMA SAN PABLO-CAGUAS,AVE LUIS MUNOZ MARIN,CAGUAS,PR,"AAA00725",CAGUAS,(787) 653-3434,Acute Care Hospitals,Proprietary,true,NULL,1,17,0,NULL,NULL,16,-1,NULL,NULL,16,-1,NULL,NULL,5,NULL,16
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,"AAA70526",ACADIA,(337) 783-3222,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-92.362543 30.226327)
430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,910 EAST 20TH STREET,SIOUX FALLS,SD,"AAA57105",MINNEHAHA,(605) 334-6730,Acute Care Hospitals,Proprietary,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,NULL,16,NULL,5,POINT (-96.714388 43.534829)
100329,OVIEDO MEDICAL CENTER,8300 RED BUG LAKE RD,OVIEDO,FL,"AAA32765",SEMINOLE,(407) 890-2100,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-81.227973 28.65604)
171382,ATCHISON HOSPITAL,800 RAVIN HILL DRIVE,ATCHISON,KS,"AAA66002",ATCHISON,(913) 360-5581,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,17,0,NULL,NULL,5,0,NULL,0,NULL,NULL,16,NULL,16,NULL,16
271307,BENEFIS TETON MEDICAL CENTER,915 4TH ST NW,CHOTEAU,MT,"AAA59422",TETON,(406) 466-5763,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,16,NULL,16,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-112.192457 47.81342)
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,"AAA37604",WASHINGTON,(423) 302-1120,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-82.401047 36.337945)
360362,TRIHEALTH EVENDALE HOSPITAL,3155 GLENDALE MILFORD ROAD,CINCINNATI,OH,"AAA45241",HAMILTON,(513) 454-2222,Acute Care Hospitals,Voluntary non-profit - Private,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,NULL,16,NULL,5,POINT (-84.419834 39.253914)
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,"AAA40965",BELL,(606) 242-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-83.740056 36.6051NULL)
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,"AAA87301",MCKINLEY,(505) 863-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,2,NULL,0,NULL,NULL,5,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-108.727248 35.5075)
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,3601 CALAIS DRIVE,SHERMAN,TX,"AAA75090",GRAYSON,(903) 813-3728,Acute Care Hospitals,Physician,true,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-96.602527 33.67686)
370210,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",TULSA,OK,"AAA74137",TULSA,(918) 477-5095,Acute Care Hospitals,Physician,true,true,5,NULL,NULL,16,1,NULL,NULL,5,1,NULL,0,NULL,NULL,5,NULL,5,POINT (-95.95518 36.046322)
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,"AAA90291",LOS ANGELES,(310) 823-8911,Acute Care Hospitals,Proprietary,false,NULL,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-118.440154 33.981732)
141342,UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,"AAA62906",UNION,(618) 833-4511,Critical Access Hospitals,Proprietary,true,true,4,NULL,NULL,5,NULL,16,0,NULL,NULL,16,0,NULL,0,NULL,0,NULL,POINT (-89.245019 37.465305)
521348,VERNON MEMORIAL HOSPITAL,507 SOUTH MAIN ST,VIROQUA,WI,"AAA54665",VERNON,(608) 637-2101,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,NULL,5,NULL,5,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-90.888946 43.55146)
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,"AAA19010",MONTGOMERY,(610) 526-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-75.320482 40.018515)
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,"AAA14626",MONROE,(585) 723-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-77.701464 43.191544)
340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,"AAA27804",NASH,(252) 443-8000,Acute Care Hospitals,Government - Hospital District or Authority,true,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,1,NULL,POINT (-77.848919 35.973443)
280040,METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,"AAA68114",DOUGLAS,(402) 354-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,1,NULL,POINT (-96.041771 41.259682)
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,"AAA00928",SAN JUAN,(787) 765-2900,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
261329,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,MO,"AAA65708",BARRY,(417) 354-1400,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,0,NULL,NULL,16,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-93.93125 36.926633)
364053,HIGHLAND SPRINGS,41NULL MILL POND DRIVE,BEACHWOOD,OH,"AAA44122",CUYAHOGA,(216) 302-3070,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-81.523439 41.450201)
191304,NORTH CADDO MEDICAL CENTER,815 SOUTH PINE STREET,VIVIAN,LA,"AAA71082",CADDO,(318) 375-3235,Critical Access Hospitals,Government - Hospital District or Authority,true,true,3,17,0,NULL,NULL,16,-1,NULL,1,NULL,NULL,16,NULL,5,NULL,16,POINT (-93.987717 32.86346)
241304,SANFORD MEDICAL CENTER WHEATON,401 12TH STREET NORTH,WHEATON,MN,"AAA56296",TRAVERSE,(320) 563-8226,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-96.500504 45.80901)
154060,"PARK CENTER, INC",1909 CAREW STREET,FORT WAYNE,IN,"AAA46805",ALLEN,(260) 481-2700,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-85.108024 41.093791)
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,"AAA24151",FRANKLIN,(540) 483-5277,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-79.889813 36.NULL4584)
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,"AAA63851",PEMISCOT,(573) 359-1372,Acute Care Hospitals,Government - Local,true,NULL,2,NULL,0,NULL,NULL,5,0,NULL,-1,NULL,-1,NULL,0,NULL,NULL,5,POINT (-89.73NULL75 36.236855)
131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,"AAA83530",IDAHO,(208) 983-1700,Critical Access Hospitals,Government - Hospital District or Authority,true,true,2,NULL,0,NULL,NULL,16,-1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-116.126NULL4 45.926789)
161377,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,"AAA52544",APPANOOSE,(641) 437-4111,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,0,NULL,0,NULL,0,NULL
334054,MANHATTAN PSYCHIATRIC CENTER,WARD'S ISLAND,NEW YORK,NY,"AAA10035",NEW YORK,(212) 369-0500,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
500001,UW MEDICINE/NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,"AAA98133",KING,(206) 368-1700,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-122.335936 47.712263)
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,"AAA07754",MONMOUTH,(732) 775-5500,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,1,NULL
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,"AAA29425",CHARLESTON,(843) 792-2300,Acute Care Hospitals,Government - State,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-79.946559 32.7854)
164002,MENTAL HEALTH INSTITUTE,1251 NORTH CEDAR LOOP,CHEROKEE,IA,"AAA51012",CHEROKEE,(712) 225-2594,Psychiatric,Government - State,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.571571 42.756076)
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,1401 10TH AVE WEST,MOBRIDGE,SD,"AAA57601",WALWORTH,(605) 845-3692,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,-1,NULL,NULL,16,NULL,16,1,NULL,NULL,5,POINT (-100.448152 45.546136)
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,"AAA87109",BERNALILLO,(505) 727-7805,Acute Care Hospitals,Government - State,true,NULL,3,NULL,0,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-106.591037 35.131005)
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,"AAA70510",VERMILION,(337) 893-5466,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,POINT (-92.106986 29.97325)
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,"AAA35594",FAYETTE,(205) 487-7736,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,NULL,5,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-87.824507 33.929316)
070004,SHARON HOSPITAL,50 HOSPITAL HILL ROAD,SHARON,CT,"AAA06069",LITCHFIELD,(860) 364-4228,Acute Care Hospitals,Proprietary,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-73.481572 41.879662)
310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,"AAA07102",ESSEX,(973) 877-5350,Acute Care Hospitals,Voluntary non-profit - Private,false,true,3,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-74.174503 40.743034)
451362,CLAY COUNTY MEMORIAL HOSPITAL,310 W SOUTH STREET,HENRIETTA,TX,"AAA76365",CLAY,(940) 538-5621,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,NULL,16,NULL,16,POINT (-98.197NULL5 33.813922)
501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,WA,"AAA98368",JEFFERSON,(360) 385-2200,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,5,NULL,0,NULL,NULL,5,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-122.790285 48.105539)
394033,"MONTGOMERY COUNTY EMERGENCY SERVICE, INC",50 BEECH DRIVE,NORRISTOWN,PA,"AAA19403",MONTGOMERY,(610) 279-6100,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.352921 40.136861)
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,"AAA03576",COOS,(603) 237-4971,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,16,1,NULL,NULL,16,0,NULL,0,NULL,0,NULL,POINT (-71.481489 44.904412)
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,"AAA15212",ALLEGHENY,(412) 359-3131,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-80.003249 40.456149)
